element,GW,position,price,home,opponent_team,previous_points,points_last_3,points_last_5,minutes_last_3,minutes_last_5,goals_last_3,goals_last_5,assists_last_3,assists_last_5,xg_last_3,xg_last_5,xa_last_3,xa_last_5,xgi_last_3,xgi_last_5,target_points
127,6,MID,5.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,6,DEF,4.4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,6,FWD,5.6,0,6,1.0,3.0,3.8,36.333333333333336,56.0,1.0,2.0,0.0,0.0,0.11333333333333334,0.18,0.04,0.052000000000000005,0.15333333333333335,0.23200000000000004,0.0
130,6,MID,4.5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,6,DEF,4.5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,6,MID,6.5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,6,MID,4.5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,6,MID,5.0,0,6,0.0,0.3333333333333333,1.0,5.333333333333333,33.8,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.03,0.0,0.062,0.0
135,6,MID,5.5,0,6,1.0,2.3333333333333335,2.6,55.333333333333336,60.0,0.0,0.0,1.0,2.0,0.13333333333333333,0.096,0.09000000000000001,0.23200000000000004,0.2233333333333333,0.328,7.0
136,6,MID,6.7,0,6,5.0,3.3333333333333335,4.8,88.0,88.2,0.0,1.0,1.0,2.0,0.23,0.332,0.12666666666666668,0.2,0.3566666666666667,0.532,5.0
137,6,MID,4.4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,6,FWD,4.5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,6,DEF,4.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,6,MID,4.5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,6,MID,4.9,0,6,0.0,0.0,0.2,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,6,GK,4.5,0,6,0.0,0.0,1.8,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,6,FWD,5.5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,6,DEF,4.5,0,6,4.0,4.0,3.8,90.0,90.0,0.0,0.0,1.0,1.0,0.016666666666666666,0.01,0.03666666666666667,0.026000000000000002,0.05333333333333334,0.036,0.0
145,6,DEF,4.5,0,6,1.0,3.3333333333333335,4.0,83.66666666666667,86.2,0.0,0.0,0.0,0.0,0.016666666666666666,0.01,0.013333333333333334,0.098,0.03,0.10800000000000001,1.0
146,6,GK,4.5,0,6,1.0,3.3333333333333335,2.0,90.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,6,DEF,4.4,0,6,0.0,0.0,0.2,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.004,1.0
148,6,FWD,5.8,0,6,6.0,3.3333333333333335,6.2,86.0,85.2,1.0,3.0,0.0,1.0,0.21666666666666667,0.392,0.06666666666666667,0.052000000000000005,0.2833333333333333,0.44399999999999995,8.0
149,6,MID,4.9,0,6,1.0,0.3333333333333333,1.4,9.333333333333334,23.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0033333333333333335,0.006,0.0033333333333333335,0.006,1.0
150,6,MID,4.5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,6,MID,4.5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,6,GK,4.5,1,17,4.0,2.3333333333333335,1.4,60.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
153,6,DEF,4.4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,6,GK,4.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,6,GK,4.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,6,FWD,5.4,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,6,MID,4.9,1,5,6.0,3.6666666666666665,2.8,90.0,87.0,0.0,0.0,1.0,1.0,0.03333333333333333,0.026000000000000002,0.18000000000000002,0.124,0.21333333333333335,0.15,1.0
158,6,MID,4.5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,6,DEF,4.4,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
160,6,DEF,4.8,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,6,MID,4.9,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,6,DEF,4.5,1,5,7.0,4.666666666666667,3.2,90.0,90.0,0.0,0.0,0.0,0.0,0.06,0.036,0.15666666666666665,0.096,0.21666666666666667,0.132,1.0
163,6,DEF,5.0,1,5,5.0,4.0,2.8,90.0,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.048,0.013333333333333334,0.048,1.0
164,6,FWD,5.4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,6,FWD,5.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,6,MID,5.7,1,5,1.0,0.3333333333333333,0.6,2.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.006,0.006666666666666667,0.006,0.0
167,6,DEF,4.4,1,5,1.0,2.3333333333333335,1.4,31.333333333333332,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,6,MID,5.0,1,5,3.0,1.6666666666666667,1.8,57.666666666666664,70.6,0.0,0.0,0.0,0.0,0.0,0.044,0.07,0.066,0.06999999999999999,0.11000000000000001,2.0
169,6,MID,5.9,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,6,DEF,4.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,6,DEF,4.9,1,5,0.0,0.6666666666666666,0.6,24.333333333333332,50.6,0.0,0.0,0.0,0.0,0.01,0.006,0.0033333333333333335,0.022,0.013333333333333334,0.028000000000000004,2.0
172,6,DEF,5.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,6,MID,4.5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,6,MID,4.5,1,5,0.0,0.0,0.4,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.036,0.0
175,6,FWD,6.3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,6,DEF,4.5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,6,MID,6.6,1,5,3.0,2.6666666666666665,5.6,78.33333333333333,65.0,0.0,3.0,0.0,0.0,0.2866666666666667,0.27999999999999997,0.016666666666666666,0.032,0.30333333333333334,0.312,10.0
178,6,FWD,4.9,1,5,0.0,0.0,0.2,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,6,MID,6.3,1,5,0.0,0.3333333333333333,0.4,5.333333333333333,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.049999999999999996,0.032,0.049999999999999996,0.032,1.0
180,6,FWD,7.8,1,5,16.0,7.666666666666667,7.0,77.0,72.6,3.0,4.0,1.0,2.0,0.8033333333333333,0.6100000000000001,0.02333333333333333,0.028000000000000004,0.8266666666666667,0.638,2.0
181,6,MID,6.1,1,5,1.0,3.0,2.2,13.666666666666666,21.0,1.0,1.0,0.0,0.0,0.29666666666666663,0.20800000000000002,0.02,0.028000000000000004,0.3166666666666667,0.236,1.0
182,6,MID,10.6,1,5,8.0,5.666666666666667,7.2,81.0,83.0,1.0,2.0,1.0,4.0,0.17666666666666667,0.254,0.24333333333333332,0.21399999999999997,0.42,0.46799999999999997,6.0
183,6,GK,4.4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,6,MID,4.5,1,5,0.0,0.6666666666666666,0.8,30.0,21.4,0.0,0.0,0.0,0.0,0.013333333333333334,0.008,0.0033333333333333335,0.002,0.016666666666666666,0.01,0.0
185,6,GK,4.7,1,5,10.0,9.0,6.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
186,6,MID,6.8,1,11,0.0,0.3333333333333333,0.2,3.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,6,DEF,4.4,1,5,6.0,2.3333333333333335,1.4,39.333333333333336,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188,6,MID,4.5,0,3,1.0,1.0,0.6,31.333333333333332,18.8,0.0,0.0,0.0,0.0,0.06999999999999999,0.041999999999999996,0.0033333333333333335,0.002,0.07333333333333333,0.044,0.0
189,6,DEF,4.5,1,5,0.0,2.6666666666666665,2.0,78.66666666666667,83.2,0.0,0.0,0.0,0.0,0.0,0.008,0.023333333333333334,0.016,0.023333333333333334,0.024,1.0
190,6,MID,4.5,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,6,DEF,4.4,0,16,2.0,1.3333333333333333,0.8,60.0,54.0,0.0,0.0,0.0,0.0,0.02333333333333333,0.022,0.006666666666666667,0.008,0.030000000000000002,0.030000000000000006,1.0
192,6,MID,5.3,0,1,2.0,1.6666666666666667,1.2,79.33333333333333,57.0,0.0,0.0,0.0,0.0,0.07666666666666667,0.156,0.02,0.022,0.09666666666666668,0.178,2.0
193,6,MID,4.9,0,8,0.0,1.6666666666666667,1.2,28.333333333333332,18.2,0.0,0.0,1.0,1.0,0.013333333333333334,0.008,0.0033333333333333335,0.002,0.016666666666666666,0.01,0.0
194,6,DEF,4.5,0,8,6.0,2.6666666666666665,1.8,60.0,68.6,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.002,0.0,0.026000000000000002,0.0
195,6,DEF,4.4,0,8,0.0,0.0,0.2,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.004,0.0
196,6,DEF,4.4,0,8,0.0,1.0,0.6,51.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.006666666666666667,0.004,6.0
197,6,MID,4.5,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,6,FWD,5.4,0,1,1.0,0.3333333333333333,0.8,2.3333333333333335,24.4,0.0,0.0,0.0,0.0,0.0,0.078,0.013333333333333334,0.014000000000000002,0.013333333333333334,0.092,1.0
199,6,MID,6.9,0,8,3.0,5.0,3.8,90.0,90.0,1.0,1.0,0.0,0.0,0.3833333333333333,0.40199999999999997,0.17666666666666667,0.15,0.5599999999999999,0.5519999999999999,2.0
200,6,DEF,4.4,0,8,6.0,3.0,2.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,2.0
201,6,GK,4.5,0,8,9.0,4.666666666666667,3.4,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
202,6,DEF,4.4,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,6,MID,4.9,0,8,0.0,0.3333333333333333,0.6,39.333333333333336,40.2,0.0,0.0,0.0,0.0,0.01,0.006,0.01,0.016,0.02,0.022,0.0
204,6,GK,4.4,1,12,1.0,2.0,1.2,90.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
205,6,MID,5.3,0,8,3.0,2.0,1.6,67.66666666666667,59.8,0.0,0.0,0.0,0.0,0.06999999999999999,0.041999999999999996,0.02,0.03,0.08999999999999998,0.072,1.0
206,6,MID,4.9,0,8,1.0,0.3333333333333333,0.8,15.0,24.6,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.066,0.01,0.076,1.0
207,6,FWD,7.4,0,8,1.0,5.333333333333333,3.8,67.66666666666667,67.6,2.0,2.0,0.0,0.0,0.46,0.336,0.0033333333333333335,0.05,0.4633333333333334,0.386,1.0
208,6,MID,4.4,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,6,GK,4.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,6,DEF,4.9,0,8,6.0,4.0,2.8,89.33333333333333,89.6,0.0,0.0,1.0,1.0,0.04,0.048,0.24666666666666667,0.16999999999999998,0.2866666666666667,0.21800000000000003,1.0
211,6,DEF,4.9,0,8,6.0,2.6666666666666665,2.6,86.66666666666667,88.0,0.0,0.0,0.0,1.0,0.049999999999999996,0.03,0.09666666666666668,0.066,0.14666666666666667,0.096,1.0
212,6,MID,4.5,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,6,MID,4.5,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,6,MID,4.8,0,8,1.0,1.0,0.8,1.3333333333333333,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.01,0.016666666666666666,0.01,0.0
215,6,DEF,4.4,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,6,MID,4.9,0,8,1.0,1.6666666666666667,1.8,75.0,77.6,0.0,0.0,0.0,0.0,0.006666666666666667,0.026000000000000002,0.049999999999999996,0.06799999999999999,0.056666666666666664,0.094,1.0
217,6,MID,5.2,1,7,2.0,1.0,1.2,32.333333333333336,43.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.046,0.006666666666666667,0.006,0.013333333333333334,0.052000000000000005,3.0
218,6,FWD,5.0,1,7,0.0,0.6666666666666666,0.8,3.6666666666666665,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,6,DEF,4.8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,6,FWD,6.0,1,7,2.0,6.666666666666667,4.8,89.0,82.6,2.0,2.0,1.0,1.0,0.44333333333333336,0.27599999999999997,0.1366666666666667,0.084,0.58,0.36,2.0
221,6,DEF,4.4,1,7,0.0,0.3333333333333333,0.2,30.0,18.0,0.0,0.0,0.0,0.0,0.20666666666666667,0.124,0.0033333333333333335,0.002,0.21,0.126,0.0
222,6,MID,4.9,1,7,0.0,1.3333333333333333,1.6,51.0,66.6,0.0,0.0,0.0,0.0,0.06,0.039999999999999994,0.02,0.016,0.08,0.05600000000000001,1.0
223,6,MID,5.0,1,7,1.0,1.0,0.6,51.333333333333336,30.8,0.0,0.0,0.0,0.0,0.0033333333333333335,0.002,0.016666666666666666,0.01,0.02,0.012,3.0
224,6,MID,5.3,1,7,1.0,1.6666666666666667,1.6,60.666666666666664,64.4,0.0,0.0,0.0,0.0,0.03666666666666667,0.158,0.07333333333333333,0.096,0.11,0.254,3.0
225,6,DEF,4.0,1,7,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,6,MID,4.5,1,7,1.0,1.0,1.4,59.666666666666664,71.8,0.0,0.0,0.0,0.0,0.023333333333333334,0.042,0.02,0.016,0.043333333333333335,0.05800000000000001,1.0
227,6,GK,4.0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,6,DEF,4.0,1,7,1.0,2.6666666666666665,1.8,90.0,90.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.052000000000000005,0.0,0.004,0.08333333333333333,0.05600000000000001,6.0
229,6,FWD,4.9,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,6,MID,5.5,1,7,2.0,6.666666666666667,4.8,90.0,90.0,1.0,1.0,2.0,2.0,0.07,0.048,0.6533333333333333,0.552,0.7233333333333333,0.5980000000000001,2.0
231,6,DEF,4.3,1,7,0.0,0.6666666666666666,0.6,38.333333333333336,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333336,0.012,0.013333333333333336,0.012,0.0
232,6,FWD,5.4,1,7,8.0,3.6666666666666665,2.6,80.66666666666667,60.4,1.0,1.0,0.0,0.0,0.15666666666666665,0.10200000000000001,0.03666666666666667,0.026000000000000002,0.19333333333333336,0.128,2.0
233,6,MID,5.2,0,10,2.0,4.0,4.6,55.666666666666664,66.4,1.0,2.0,0.0,0.0,0.15,0.22200000000000003,0.03,0.022,0.18000000000000002,0.244,0.0
234,6,DEF,4.4,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,6,GK,4.8,1,7,2.0,2.0,1.6,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.008,0.006666666666666667,0.008,15.0
236,6,DEF,4.8,1,7,2.0,1.3333333333333333,0.8,90.0,90.0,0.0,0.0,0.0,0.0,0.043333333333333335,0.074,0.01,0.046,0.05333333333333334,0.12,8.0
237,6,FWD,4.9,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,6,DEF,4.5,1,7,6.0,2.0,0.8,60.0,49.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05666666666666667,0.068,0.05666666666666667,0.068,6.0
239,6,MID,5.1,0,16,4.0,5.0,4.6,84.33333333333333,79.6,1.0,1.0,1.0,2.0,0.26999999999999996,0.22400000000000003,0.3,0.284,0.57,0.508,2.0
240,6,MID,5.3,0,16,1.0,2.0,1.8,79.0,82.4,0.0,0.0,0.0,0.0,0.09000000000000001,0.06599999999999999,0.19666666666666666,0.22400000000000003,0.2866666666666667,0.29,8.0
241,6,DEF,4.5,0,16,2.0,2.0,1.8,90.0,90.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.036,0.0,0.006,0.02666666666666667,0.042,0.0
242,6,GK,4.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,6,MID,4.9,0,16,0.0,0.6666666666666666,0.4,6.666666666666667,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335,0.036,0.043333333333333335,0.036,1.0
244,6,DEF,4.3,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,6,DEF,4.5,0,16,1.0,1.0,1.4,32.0,55.2,0.0,0.0,0.0,0.0,0.05666666666666667,0.034,0.0033333333333333335,0.004,0.06,0.038,0.0
246,6,MID,4.5,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,6,MID,5.5,0,16,7.0,4.0,4.4,80.33333333333333,84.2,0.0,1.0,1.0,1.0,0.13999999999999999,0.13399999999999998,0.25333333333333335,0.192,0.3933333333333333,0.32599999999999996,2.0
248,6,GK,5.0,0,16,2.0,2.3333333333333335,2.6,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
249,6,MID,5.0,0,16,0.0,1.0,1.4,65.33333333333333,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.026000000000000002,0.030000000000000002,0.026000000000000002,2.0
250,6,DEF,4.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,6,FWD,5.9,0,16,4.0,2.3333333333333335,2.2,37.0,53.4,0.0,0.0,1.0,1.0,0.16666666666666666,0.238,0.006666666666666667,0.006,0.17333333333333334,0.244,6.0
252,6,FWD,5.5,0,16,6.0,5.333333333333333,3.6,52.0,35.6,2.0,2.0,0.0,0.0,0.26333333333333336,0.158,0.016666666666666666,0.01,0.27999999999999997,0.16799999999999998,5.0
253,6,DEF,4.5,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,6,MID,4.9,0,16,0.0,0.6666666666666666,0.8,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.018,0.02666666666666667,0.018,0.0
255,6,DEF,4.7,0,16,2.0,2.6666666666666665,3.4,90.0,90.0,0.0,0.0,1.0,2.0,0.023333333333333334,0.014000000000000002,0.08666666666666667,0.076,0.10999999999999999,0.09,1.0
256,6,FWD,5.0,0,16,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,6,DEF,4.5,0,16,1.0,1.6666666666666667,1.8,90.0,90.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.13999999999999999,0.016666666666666666,0.014000000000000002,0.15666666666666668,0.154,1.0
258,6,FWD,5.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,6,MID,5.3,0,16,0.0,0.3333333333333333,0.4,1.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.004,0.0
260,6,FWD,4.9,1,2,0.0,0.0,0.2,3.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.004,0.006666666666666667,0.004,0.0
261,6,DEF,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,6,MID,4.9,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,6,DEF,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,6,MID,4.9,1,2,2.0,1.0,0.6,43.666666666666664,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.078,0.13,0.078,2.0
265,6,MID,5.3,1,2,1.0,1.0,1.2,8.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.004,0.0033333333333333335,0.004,1.0
266,6,DEF,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,6,DEF,4.5,1,2,2.0,5.0,3.2,90.0,90.0,0.0,0.0,1.0,1.0,0.08666666666666667,0.052000000000000005,0.13999999999999999,0.10800000000000001,0.22666666666666668,0.16,0.0
268,6,FWD,5.5,1,2,1.0,3.0,2.6,70.0,73.0,1.0,1.0,0.0,0.0,0.15666666666666665,0.094,0.01,0.008,0.16666666666666666,0.10200000000000001,6.0
269,6,DEF,4.0,1,2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,6,DEF,4.0,1,2,2.0,3.3333333333333335,2.2,90.0,90.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.03,0.0033333333333333335,0.002,0.02,0.032,0.0
271,6,MID,4.9,1,2,0.0,0.0,0.4,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0
272,6,FWD,5.4,1,2,1.0,0.6666666666666666,0.4,16.0,9.6,0.0,0.0,0.0,0.0,0.16666666666666666,0.1,0.0033333333333333335,0.002,0.17,0.10200000000000001,1.0
273,6,MID,4.5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,6,MID,5.4,1,2,1.0,1.6666666666666667,1.6,88.0,88.4,0.0,0.0,0.0,0.0,0.04,0.078,0.07666666666666666,0.05,0.11666666666666665,0.128,2.0
275,6,DEF,4.0,1,2,1.0,0.3333333333333333,0.8,2.6666666666666665,26.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0
276,6,FWD,4.5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,6,MID,4.5,1,2,0.0,0.3333333333333333,1.0,2.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,6,MID,4.9,1,2,9.0,4.0,3.0,87.66666666666667,88.6,1.0,1.0,0.0,0.0,0.03666666666666667,0.022,0.12666666666666668,0.092,0.16333333333333333,0.11400000000000002,2.0
279,6,DEF,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,6,GK,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,6,MID,4.9,1,2,0.0,0.0,0.4,9.666666666666666,14.4,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.002,0.0,0.006,1.0
